Review_ID,Customer_ID,Product_ID,Order_ID,Review_Date,Rating,Review_Text,Sentiment
REV0002583,CUST003404,PRD00766,ORD00016279,2024-05-26,3,Average quality,Neutral
REV0002584,CUST001145,PRD00185,ORD00016286,2025-06-08,4,Value for money,Positive
REV0002585,CUST001400,PRD00321,ORD00016296,2023-06-28,3,Not satisfied,Neutral
REV0002586,CUST010818,PRD00249,ORD00016301,2024-08-01,4,Average quality,Positive
REV0002587,CUST001639,PRD00504,ORD00016306,2023-03-20,2,Value for money,Negative
REV0002588,CUST007758,PRD00521,ORD00016309,2023-08-17,2,Average quality,Negative
REV0002589,CUST005374,PRD00512,ORD00016328,2023-02-06,4,Late delivery,Positive
REV0002590,CUST005588,PRD00409,ORD00016331,2022-09-22,4,Not satisfied,Positive
REV0002591,CUST002444,PRD00174,ORD00016332,2022-06-22,5,Average quality,Positive
REV0002592,CUST011240,PRD00078,ORD00016338,2025-10-21,4,Late delivery,Positive
REV0002593,CUST007374,PRD00977,ORD00016346,2023-01-23,3,Not satisfied,Neutral
REV0002594,CUST010473,PRD00226,ORD00016364,2024-11-23,5,Not satisfied,Positive
REV0002595,CUST005001,PRD00599,ORD00016368,2025-07-05,5,Excellent experience,Positive
REV0002596,CUST000719,PRD00088,ORD00016371,2023-07-07,3,Late delivery,Neutral
REV0002597,CUST003789,PRD00341,ORD00016377,2024-11-29,3,Not satisfied,Neutral
REV0002598,CUST010170,PRD00061,ORD00016397,2022-07-15,5,Average quality,Positive
REV0002599,CUST013959,PRD00516,ORD00016400,2024-02-20,4,Good product,Positive
REV0002600,CUST007478,PRD00766,ORD00016403,2024-05-12,5,Value for money,Positive
REV0002601,CUST014367,PRD00394,ORD00016413,2025-11-10,4,Not satisfied,Positive
REV0002602,CUST007954,PRD00677,ORD00016415,2024-02-16,4,Not satisfied,Positive
REV0002603,CUST012988,PRD00457,ORD00016419,2026-01-01,4,Not satisfied,Positive
REV0002604,CUST006168,PRD00745,ORD00016421,2025-11-15,5,Not satisfied,Positive
REV0002605,CUST013713,PRD00114,ORD00016431,2025-07-05,4,Average quality,Positive
REV0002606,CUST010153,PRD00331,ORD00016442,2023-06-07,5,Average quality,Positive
REV0002607,CUST001457,PRD00290,ORD00016444,2023-11-15,5,Value for money,Positive
REV0002608,CUST011194,PRD00057,ORD00016446,2023-05-13,5,Good product,Positive
REV0002609,CUST011156,PRD00487,ORD00016447,2023-10-05,5,Excellent experience,Positive
REV0002610,CUST002081,PRD00281,ORD00016451,2023-11-13,4,Average quality,Positive
REV0002611,CUST006690,PRD00104,ORD00016453,2023-09-27,3,Value for money,Neutral
REV0002612,CUST010088,PRD00952,ORD00016454,2023-10-18,4,Not satisfied,Positive
REV0002613,CUST009453,PRD00087,ORD00016458,2023-09-03,3,Average quality,Neutral
REV0002614,CUST007506,PRD00018,ORD00016460,2023-08-17,5,Excellent experience,Positive
REV0002615,CUST010119,PRD00907,ORD00016465,2024-10-30,3,Late delivery,Neutral
REV0002616,CUST008776,PRD00191,ORD00016469,2023-12-19,5,Value for money,Positive
REV0002617,CUST001070,PRD00608,ORD00016473,2025-12-02,3,Value for money,Neutral
REV0002618,CUST002209,PRD00657,ORD00016474,2023-05-31,5,Average quality,Positive
REV0002619,CUST000599,PRD00047,ORD00016486,2022-11-24,4,Value for money,Positive
REV0002620,CUST010083,PRD00654,ORD00016501,2022-03-29,3,Good product,Neutral
REV0002621,CUST013733,PRD00902,ORD00016503,2023-11-03,5,Not satisfied,Positive
REV0002622,CUST007976,PRD00827,ORD00016513,2022-04-29,4,Late delivery,Positive
REV0002623,CUST008351,PRD00318,ORD00016515,2024-11-13,5,Not satisfied,Positive
REV0002624,CUST002281,PRD00286,ORD00016525,2022-03-08,1,Average quality,Negative
REV0002625,CUST010045,PRD00570,ORD00016527,2022-01-25,4,Value for money,Positive
REV0002626,CUST000755,PRD00503,ORD00016529,2022-03-18,4,Good product,Positive
REV0002627,CUST005516,PRD00047,ORD00016535,2024-03-21,5,Excellent experience,Positive
REV0002628,CUST013345,PRD00473,ORD00016536,2022-09-16,2,Good product,Negative
REV0002629,CUST000068,PRD00807,ORD00016537,2024-01-17,5,Late delivery,Positive
REV0002630,CUST001023,PRD00016,ORD00016549,2025-06-29,4,Value for money,Positive
REV0002631,CUST005166,PRD00998,ORD00016554,2024-03-14,4,Average quality,Positive
REV0002632,CUST008378,PRD00002,ORD00016555,2022-12-09,3,Not satisfied,Neutral
REV0002633,CUST003772,PRD00420,ORD00016561,2024-11-02,3,Late delivery,Neutral
REV0002634,CUST014972,PRD00686,ORD00016563,2025-10-09,4,Value for money,Positive
REV0002635,CUST005661,PRD00505,ORD00016564,2024-04-28,5,Average quality,Positive
REV0002636,CUST009981,PRD00827,ORD00016571,2023-11-29,5,Good product,Positive
REV0002637,CUST002550,PRD00622,ORD00016577,2025-01-18,4,Value for money,Positive
REV0002638,CUST001049,PRD00129,ORD00016580,2025-05-14,1,Average quality,Negative
REV0002639,CUST010721,PRD00141,ORD00016589,2025-01-14,3,Late delivery,Neutral
REV0002640,CUST014106,PRD00631,ORD00016592,2025-08-24,5,Excellent experience,Positive
REV0002641,CUST003584,PRD00010,ORD00016596,2024-05-15,4,Not satisfied,Positive
REV0002642,CUST009835,PRD00009,ORD00016607,2023-10-17,4,Average quality,Positive
REV0002643,CUST009703,PRD00244,ORD00016608,2023-02-05,4,Not satisfied,Positive
REV0002644,CUST009518,PRD00503,ORD00016615,2023-10-05,2,Excellent experience,Negative
REV0002645,CUST008112,PRD00094,ORD00016622,2022-12-06,4,Not satisfied,Positive
REV0002646,CUST011319,PRD00867,ORD00016631,2023-01-26,3,Average quality,Neutral
REV0002647,CUST010588,PRD00668,ORD00016650,2023-10-17,4,Good product,Positive
REV0002648,CUST007781,PRD00504,ORD00016651,2025-06-10,4,Good product,Positive
REV0002649,CUST013957,PRD00472,ORD00016658,2022-02-06,4,Value for money,Positive
REV0002650,CUST006081,PRD00815,ORD00016659,2025-09-04,4,Excellent experience,Positive
REV0002651,CUST007052,PRD00579,ORD00016666,2025-01-06,4,Good product,Positive
REV0002652,CUST000313,PRD00923,ORD00016669,2025-11-12,3,Not satisfied,Neutral
REV0002653,CUST002992,PRD00690,ORD00016671,2025-04-14,5,Good product,Positive
REV0002654,CUST003967,PRD00838,ORD00016672,2025-12-28,5,Average quality,Positive
REV0002655,CUST007691,PRD00665,ORD00016676,2025-12-02,4,Late delivery,Positive
REV0002656,CUST000935,PRD00430,ORD00016677,2025-07-18,4,Not satisfied,Positive
REV0002657,CUST005281,PRD00604,ORD00016692,2022-11-10,5,Excellent experience,Positive
REV0002658,CUST013236,PRD00055,ORD00016696,2024-03-15,4,Excellent experience,Positive
REV0002659,CUST002564,PRD00502,ORD00016707,2023-07-14,4,Value for money,Positive
REV0002660,CUST000446,PRD00348,ORD00016716,2024-03-10,5,Good product,Positive
REV0002661,CUST008584,PRD00781,ORD00016718,2025-02-28,4,Good product,Positive
REV0002662,CUST000333,PRD00477,ORD00016721,2022-06-30,5,Value for money,Positive
REV0002663,CUST013482,PRD00800,ORD00016730,2025-04-27,5,Late delivery,Positive
REV0002664,CUST008882,PRD00463,ORD00016732,2025-06-30,4,Value for money,Positive
REV0002665,CUST003163,PRD00676,ORD00016741,2022-04-03,4,Late delivery,Positive
REV0002666,CUST012788,PRD00916,ORD00016742,2023-03-26,4,Not satisfied,Positive
REV0002667,CUST000834,PRD00811,ORD00016743,2025-01-21,5,Value for money,Positive
REV0002668,CUST013732,PRD00541,ORD00016747,2022-09-16,4,Value for money,Positive
REV0002669,CUST013038,PRD00824,ORD00016749,2023-09-11,5,Late delivery,Positive
REV0002670,CUST013423,PRD00025,ORD00016752,2022-05-10,5,Excellent experience,Positive
REV0002671,CUST000846,PRD00374,ORD00016757,2023-11-28,5,Not satisfied,Positive
REV0002672,CUST011630,PRD00210,ORD00016758,2023-12-23,4,Not satisfied,Positive
REV0002673,CUST007881,PRD00628,ORD00016761,2024-10-25,4,Excellent experience,Positive
REV0002674,CUST003762,PRD00529,ORD00016776,2022-01-16,4,Not satisfied,Positive
REV0002675,CUST002013,PRD00745,ORD00016788,2023-01-18,4,Good product,Positive
REV0002676,CUST002035,PRD00634,ORD00016798,2025-08-19,4,Good product,Positive
REV0002677,CUST013177,PRD00149,ORD00016807,2024-04-12,4,Late delivery,Positive
REV0002678,CUST010736,PRD00777,ORD00016813,2025-02-05,2,Excellent experience,Negative
REV0002679,CUST012978,PRD00200,ORD00016825,2022-04-19,5,Not satisfied,Positive
REV0002680,CUST010699,PRD00971,ORD00016836,2023-06-03,3,Late delivery,Neutral
REV0002681,CUST008387,PRD00090,ORD00016839,2025-08-18,4,Average quality,Positive
REV0002682,CUST003949,PRD00452,ORD00016847,2025-10-15,3,Late delivery,Neutral
REV0002683,CUST013070,PRD00801,ORD00016853,2023-07-25,4,Not satisfied,Positive
REV0002684,CUST013843,PRD00952,ORD00016856,2025-04-27,4,Not satisfied,Positive
REV0002685,CUST011683,PRD00579,ORD00016866,2023-07-19,4,Not satisfied,Positive
REV0002686,CUST014392,PRD00180,ORD00016872,2025-11-29,2,Not satisfied,Negative
REV0002687,CUST011208,PRD00750,ORD00016876,2022-03-21,3,Good product,Neutral
REV0002688,CUST000200,PRD00596,ORD00016877,2025-03-17,5,Average quality,Positive
REV0002689,CUST014343,PRD00462,ORD00016882,2024-06-26,2,Late delivery,Negative
REV0002690,CUST006952,PRD00325,ORD00016891,2025-03-20,4,Good product,Positive
REV0002691,CUST004026,PRD00104,ORD00016915,2022-06-14,4,Not satisfied,Positive
REV0002692,CUST004518,PRD00001,ORD00016920,2023-09-07,3,Good product,Neutral
REV0002693,CUST009109,PRD00362,ORD00016924,2024-05-11,5,Average quality,Positive
REV0002694,CUST006139,PRD00368,ORD00016946,2023-11-27,5,Excellent experience,Positive
REV0002695,CUST005191,PRD00943,ORD00016955,2025-11-18,3,Not satisfied,Neutral
REV0002696,CUST013461,PRD00127,ORD00016962,2022-07-01,5,Value for money,Positive
REV0002697,CUST005842,PRD00531,ORD00016975,2023-07-23,3,Value for money,Neutral
REV0002698,CUST004686,PRD00824,ORD00016977,2022-10-30,4,Average quality,Positive
REV0002699,CUST005103,PRD00565,ORD00016983,2023-07-13,1,Late delivery,Negative
REV0002700,CUST000872,PRD00205,ORD00016987,2022-11-06,1,Value for money,Negative
REV0002701,CUST005757,PRD00893,ORD00016988,2025-04-01,4,Not satisfied,Positive
REV0002702,CUST011754,PRD00095,ORD00016989,2025-03-27,5,Average quality,Positive
REV0002703,CUST008097,PRD00592,ORD00016993,2023-05-02,4,Good product,Positive
REV0002704,CUST000140,PRD00102,ORD00016996,2025-09-18,1,Excellent experience,Negative
REV0002705,CUST007231,PRD00768,ORD00017000,2022-03-19,2,Not satisfied,Negative
REV0002706,CUST009672,PRD00866,ORD00017002,2024-09-22,4,Not satisfied,Positive
REV0002707,CUST014818,PRD00319,ORD00017005,2025-04-11,2,Excellent experience,Negative
REV0002708,CUST012788,PRD00643,ORD00017012,2024-04-12,5,Not satisfied,Positive
REV0002709,CUST012381,PRD00488,ORD00017013,2023-06-14,1,Late delivery,Negative
REV0002710,CUST004706,PRD00676,ORD00017033,2022-11-16,2,Value for money,Negative
REV0002711,CUST006409,PRD00281,ORD00017034,2022-09-23,5,Good product,Positive
REV0002712,CUST008522,PRD00969,ORD00017039,2024-08-17,4,Average quality,Positive
REV0002713,CUST010406,PRD00705,ORD00017040,2024-05-11,4,Value for money,Positive
REV0002714,CUST003385,PRD00819,ORD00017050,2025-09-25,4,Value for money,Positive
REV0002715,CUST014498,PRD00326,ORD00017053,2025-01-14,5,Average quality,Positive
REV0002716,CUST005800,PRD00276,ORD00017055,2022-09-15,5,Late delivery,Positive
REV0002717,CUST002594,PRD00120,ORD00017059,2025-10-14,4,Excellent experience,Positive
REV0002718,CUST003268,PRD00411,ORD00017062,2025-05-25,5,Not satisfied,Positive
REV0002719,CUST005051,PRD00724,ORD00017068,2022-11-26,4,Average quality,Positive
REV0002720,CUST011782,PRD00484,ORD00017069,2022-03-10,5,Average quality,Positive
REV0002721,CUST014900,PRD00539,ORD00017081,2022-10-18,3,Excellent experience,Neutral
REV0002722,CUST005763,PRD00099,ORD00017086,2022-10-29,4,Late delivery,Positive
REV0002723,CUST008534,PRD00009,ORD00017101,2024-02-11,4,Late delivery,Positive
REV0002724,CUST000595,PRD00510,ORD00017105,2025-03-29,5,Excellent experience,Positive
REV0002725,CUST000622,PRD00319,ORD00017107,2023-05-27,3,Value for money,Neutral
REV0002726,CUST000463,PRD00427,ORD00017112,2022-10-30,2,Not satisfied,Negative
REV0002727,CUST007187,PRD00035,ORD00017122,2022-12-12,4,Excellent experience,Positive
REV0002728,CUST010075,PRD00082,ORD00017130,2025-08-24,3,Good product,Neutral
REV0002729,CUST003032,PRD00895,ORD00017139,2025-06-16,2,Late delivery,Negative
REV0002730,CUST005320,PRD00591,ORD00017142,2022-10-19,4,Good product,Positive
REV0002731,CUST003625,PRD00927,ORD00017147,2024-09-12,3,Excellent experience,Neutral
REV0002732,CUST011372,PRD00666,ORD00017152,2022-11-06,5,Excellent experience,Positive
REV0002733,CUST004529,PRD00341,ORD00017158,2022-05-20,5,Late delivery,Positive
REV0002734,CUST007360,PRD00170,ORD00017162,2022-03-11,5,Value for money,Positive
REV0002735,CUST005698,PRD00533,ORD00017165,2022-04-28,5,Not satisfied,Positive
REV0002736,CUST000088,PRD00666,ORD00017172,2022-05-05,5,Not satisfied,Positive
REV0002737,CUST013086,PRD00755,ORD00017183,2025-10-03,3,Good product,Neutral
REV0002738,CUST009471,PRD00795,ORD00017186,2022-04-03,2,Not satisfied,Negative
REV0002739,CUST011018,PRD00583,ORD00017190,2025-05-03,5,Excellent experience,Positive
REV0002740,CUST014451,PRD00679,ORD00017195,2022-12-04,3,Good product,Neutral
REV0002741,CUST007554,PRD00453,ORD00017202,2025-04-18,3,Not satisfied,Neutral
REV0002742,CUST003004,PRD00979,ORD00017210,2022-06-12,4,Value for money,Positive
REV0002743,CUST001515,PRD00757,ORD00017216,2023-03-06,4,Average quality,Positive
REV0002744,CUST001661,PRD00367,ORD00017218,2025-04-08,5,Average quality,Positive
REV0002745,CUST013478,PRD00303,ORD00017220,2024-08-27,3,Good product,Neutral
REV0002746,CUST011887,PRD00546,ORD00017221,2022-12-01,5,Not satisfied,Positive
REV0002747,CUST001999,PRD00721,ORD00017242,2022-08-09,4,Late delivery,Positive
REV0002748,CUST001423,PRD00785,ORD00017245,2023-05-27,4,Not satisfied,Positive
REV0002749,CUST010016,PRD00821,ORD00017250,2022-07-06,3,Value for money,Neutral
REV0002750,CUST009683,PRD00449,ORD00017257,2023-06-23,4,Average quality,Positive
REV0002751,CUST007498,PRD00949,ORD00017259,2024-02-11,5,Value for money,Positive
REV0002752,CUST014116,PRD00505,ORD00017267,2024-11-08,5,Good product,Positive
REV0002753,CUST002794,PRD00066,ORD00017268,2025-05-06,5,Late delivery,Positive
REV0002754,CUST014566,PRD00264,ORD00017273,2024-03-16,4,Late delivery,Positive
REV0002755,CUST013094,PRD00490,ORD00017275,2023-12-10,4,Late delivery,Positive
REV0002756,CUST011788,PRD00141,ORD00017276,2025-07-31,3,Not satisfied,Neutral
REV0002757,CUST008185,PRD00494,ORD00017279,2023-07-22,4,Not satisfied,Positive
REV0002758,CUST006325,PRD00546,ORD00017280,2022-04-02,1,Not satisfied,Negative
REV0002759,CUST002605,PRD00066,ORD00017285,2024-01-24,4,Average quality,Positive
REV0002760,CUST010458,PRD00359,ORD00017287,2022-03-13,4,Value for money,Positive
REV0002761,CUST000139,PRD00994,ORD00017292,2022-08-30,4,Late delivery,Positive
REV0002762,CUST011199,PRD00118,ORD00017297,2024-04-07,4,Excellent experience,Positive
REV0002763,CUST013763,PRD00872,ORD00017299,2025-10-17,5,Value for money,Positive
REV0002764,CUST004428,PRD00096,ORD00017308,2024-07-06,4,Not satisfied,Positive
REV0002765,CUST014742,PRD00345,ORD00017323,2024-11-10,5,Average quality,Positive
REV0002766,CUST008820,PRD00145,ORD00017331,2023-11-02,4,Not satisfied,Positive
REV0002767,CUST014491,PRD00101,ORD00017335,2023-01-24,4,Not satisfied,Positive
REV0002768,CUST005851,PRD00788,ORD00017340,2024-08-21,5,Excellent experience,Positive
REV0002769,CUST008049,PRD00481,ORD00017341,2023-05-21,5,Excellent experience,Positive
REV0002770,CUST000499,PRD00019,ORD00017342,2025-10-21,4,Late delivery,Positive
REV0002771,CUST008799,PRD00993,ORD00017350,2025-04-10,4,Average quality,Positive
REV0002772,CUST004160,PRD00412,ORD00017357,2023-01-08,4,Average quality,Positive
REV0002773,CUST004887,PRD00627,ORD00017358,2024-08-07,5,Value for money,Positive
REV0002774,CUST001868,PRD00541,ORD00017371,2023-03-30,5,Excellent experience,Positive
REV0002775,CUST012368,PRD00418,ORD00017379,2024-06-20,4,Not satisfied,Positive
REV0002776,CUST010753,PRD00913,ORD00017383,2024-02-23,4,Average quality,Positive
REV0002777,CUST006071,PRD00053,ORD00017400,2022-03-07,2,Average quality,Negative
REV0002778,CUST009682,PRD00261,ORD00017402,2025-09-16,5,Excellent experience,Positive
REV0002779,CUST012013,PRD00715,ORD00017404,2022-10-24,5,Late delivery,Positive
REV0002780,CUST011748,PRD00034,ORD00017405,2022-11-14,3,Late delivery,Neutral
REV0002781,CUST008252,PRD00611,ORD00017425,2023-12-09,5,Not satisfied,Positive
REV0002782,CUST010792,PRD00618,ORD00017443,2022-04-24,5,Value for money,Positive
REV0002783,CUST001004,PRD00829,ORD00017447,2024-03-12,5,Late delivery,Positive
REV0002784,CUST007421,PRD00603,ORD00017450,2022-09-17,5,Excellent experience,Positive
REV0002785,CUST005459,PRD00303,ORD00017453,2024-06-23,4,Value for money,Positive
REV0002786,CUST007456,PRD00524,ORD00017465,2022-07-31,5,Not satisfied,Positive
REV0002787,CUST014708,PRD00592,ORD00017481,2023-12-07,3,Value for money,Neutral
REV0002788,CUST001447,PRD00153,ORD00017483,2024-09-13,3,Not satisfied,Neutral
REV0002789,CUST012430,PRD00756,ORD00017490,2022-03-07,4,Excellent experience,Positive
REV0002790,CUST000500,PRD00903,ORD00017499,2023-06-11,4,Excellent experience,Positive
REV0002791,CUST010999,PRD00515,ORD00017512,2024-09-20,4,Not satisfied,Positive
REV0002792,CUST000323,PRD00640,ORD00017523,2024-12-28,5,Not satisfied,Positive
REV0002793,CUST013510,PRD00794,ORD00017528,2022-08-07,5,Value for money,Positive
REV0002794,CUST009268,PRD00998,ORD00017530,2023-03-30,4,Excellent experience,Positive
REV0002795,CUST002307,PRD00152,ORD00017533,2023-12-03,4,Excellent experience,Positive
REV0002796,CUST004504,PRD00651,ORD00017537,2023-06-02,5,Not satisfied,Positive
REV0002797,CUST007319,PRD00579,ORD00017539,2022-11-05,3,Late delivery,Neutral
REV0002798,CUST009980,PRD00824,ORD00017541,2022-08-28,3,Excellent experience,Neutral
REV0002799,CUST011435,PRD00546,ORD00017542,2023-04-18,3,Not satisfied,Neutral
REV0002800,CUST004813,PRD00345,ORD00017543,2022-10-31,4,Good product,Positive
REV0002801,CUST001908,PRD00900,ORD00017551,2023-10-04,3,Value for money,Neutral
REV0002802,CUST011905,PRD00674,ORD00017556,2022-04-26,4,Excellent experience,Positive
REV0002803,CUST013432,PRD00345,ORD00017557,2022-06-06,4,Good product,Positive
REV0002804,CUST005081,PRD00742,ORD00017559,2022-08-19,4,Average quality,Positive
REV0002805,CUST013889,PRD00214,ORD00017569,2023-09-21,2,Late delivery,Negative
REV0002806,CUST003701,PRD00625,ORD00017591,2022-11-21,5,Value for money,Positive
REV0002807,CUST003804,PRD00780,ORD00017592,2023-11-16,3,Value for money,Neutral
REV0002808,CUST005905,PRD00868,ORD00017595,2024-01-30,1,Late delivery,Negative
REV0002809,CUST007977,PRD00409,ORD00017597,2023-12-25,4,Excellent experience,Positive
REV0002810,CUST013427,PRD00486,ORD00017600,2024-12-29,4,Good product,Positive
REV0002811,CUST013158,PRD00303,ORD00017608,2022-02-22,3,Value for money,Neutral
REV0002812,CUST000135,PRD00760,ORD00017627,2025-09-17,4,Excellent experience,Positive
REV0002813,CUST004568,PRD00332,ORD00017628,2022-01-29,2,Not satisfied,Negative
REV0002814,CUST011147,PRD00887,ORD00017629,2023-02-18,5,Good product,Positive
REV0002815,CUST008884,PRD00537,ORD00017634,2024-01-04,3,Value for money,Neutral
REV0002816,CUST004254,PRD00848,ORD00017643,2025-01-12,4,Late delivery,Positive
REV0002817,CUST010997,PRD00634,ORD00017648,2025-01-05,1,Excellent experience,Negative
REV0002818,CUST006883,PRD00723,ORD00017667,2022-02-10,4,Not satisfied,Positive
REV0002819,CUST002756,PRD00231,ORD00017670,2025-09-15,5,Good product,Positive
REV0002820,CUST006112,PRD00334,ORD00017675,2024-11-08,5,Excellent experience,Positive
REV0002821,CUST006017,PRD00570,ORD00017676,2023-05-10,5,Average quality,Positive
REV0002822,CUST002981,PRD00875,ORD00017682,2022-04-17,3,Late delivery,Neutral
REV0002823,CUST004219,PRD00389,ORD00017683,2025-11-18,5,Good product,Positive
REV0002824,CUST012054,PRD00936,ORD00017685,2023-04-04,4,Average quality,Positive
REV0002825,CUST000510,PRD00524,ORD00017689,2023-01-05,4,Good product,Positive
REV0002826,CUST013918,PRD00022,ORD00017706,2023-06-23,1,Average quality,Negative
REV0002827,CUST010566,PRD00327,ORD00017732,2023-06-09,4,Excellent experience,Positive
REV0002828,CUST002640,PRD00290,ORD00017742,2024-07-09,3,Not satisfied,Neutral
REV0002829,CUST003898,PRD00310,ORD00017748,2022-04-06,5,Good product,Positive
REV0002830,CUST003308,PRD00439,ORD00017750,2025-03-09,5,Value for money,Positive
REV0002831,CUST011362,PRD00942,ORD00017760,2023-03-29,4,Late delivery,Positive
REV0002832,CUST010399,PRD00071,ORD00017773,2025-11-13,3,Value for money,Neutral
REV0002833,CUST010564,PRD00354,ORD00017778,2024-01-29,3,Average quality,Neutral
REV0002834,CUST003406,PRD00198,ORD00017781,2024-01-27,3,Excellent experience,Neutral
REV0002835,CUST004704,PRD00146,ORD00017785,2022-10-19,4,Good product,Positive
REV0002836,CUST010455,PRD00988,ORD00017789,2024-01-12,5,Excellent experience,Positive
REV0002837,CUST007207,PRD00789,ORD00017812,2024-02-07,5,Not satisfied,Positive
REV0002838,CUST000525,PRD00505,ORD00017817,2024-04-13,4,Value for money,Positive
REV0002839,CUST013397,PRD00624,ORD00017826,2022-05-08,4,Excellent experience,Positive
REV0002840,CUST004075,PRD00739,ORD00017830,2025-04-26,5,Not satisfied,Positive
REV0002841,CUST000786,PRD00714,ORD00017856,2025-03-17,4,Value for money,Positive
REV0002842,CUST004220,PRD00772,ORD00017870,2023-10-18,4,Good product,Positive
REV0002843,CUST004374,PRD00769,ORD00017874,2023-07-13,4,Value for money,Positive
REV0002844,CUST010069,PRD00520,ORD00017876,2024-12-01,5,Average quality,Positive
REV0002845,CUST000354,PRD00704,ORD00017878,2022-04-16,4,Excellent experience,Positive
REV0002846,CUST013448,PRD00440,ORD00017879,2025-07-11,5,Not satisfied,Positive
REV0002847,CUST012848,PRD00213,ORD00017894,2024-10-12,5,Average quality,Positive
REV0002848,CUST007764,PRD00174,ORD00017897,2025-01-04,2,Late delivery,Negative
REV0002849,CUST006784,PRD00260,ORD00017902,2026-01-05,5,Late delivery,Positive
REV0002850,CUST012452,PRD00349,ORD00017909,2022-06-24,4,Value for money,Positive
REV0002851,CUST001601,PRD00653,ORD00017912,2024-07-29,4,Value for money,Positive
REV0002852,CUST014035,PRD00973,ORD00017913,2025-08-26,5,Late delivery,Positive
REV0002853,CUST012856,PRD00586,ORD00017920,2025-11-24,5,Late delivery,Positive
REV0002854,CUST000599,PRD00221,ORD00017928,2024-04-08,5,Average quality,Positive
REV0002855,CUST005130,PRD00624,ORD00017941,2023-06-07,4,Good product,Positive
REV0002856,CUST003397,PRD00565,ORD00017942,2025-08-04,4,Average quality,Positive
REV0002857,CUST001609,PRD00986,ORD00017945,2022-12-03,4,Good product,Positive
REV0002858,CUST001060,PRD00185,ORD00017946,2022-08-04,4,Value for money,Positive
REV0002859,CUST010982,PRD00080,ORD00017952,2023-04-19,5,Value for money,Positive
REV0002860,CUST013181,PRD00584,ORD00017954,2024-02-26,5,Value for money,Positive
REV0002861,CUST001606,PRD00406,ORD00017955,2022-10-11,4,Good product,Positive
REV0002862,CUST014098,PRD00363,ORD00017973,2025-08-27,4,Excellent experience,Positive
REV0002863,CUST012408,PRD00314,ORD00017974,2025-06-30,3,Good product,Neutral
REV0002864,CUST001182,PRD00780,ORD00017990,2022-07-17,5,Excellent experience,Positive
REV0002865,CUST007920,PRD00389,ORD00017993,2023-04-03,5,Average quality,Positive
REV0002866,CUST005472,PRD00879,ORD00018000,2022-03-22,3,Late delivery,Neutral
REV0002867,CUST008945,PRD00234,ORD00018011,2022-06-13,4,Value for money,Positive
REV0002868,CUST001167,PRD00161,ORD00018027,2022-10-18,3,Value for money,Neutral
REV0002869,CUST010046,PRD00875,ORD00018031,2023-11-01,2,Average quality,Negative
REV0002870,CUST008630,PRD00253,ORD00018044,2022-01-22,4,Value for money,Positive
REV0002871,CUST003636,PRD00565,ORD00018051,2025-01-17,3,Value for money,Neutral
REV0002872,CUST006253,PRD00240,ORD00018057,2024-03-30,5,Late delivery,Positive
REV0002873,CUST001507,PRD00800,ORD00018059,2022-03-19,3,Excellent experience,Neutral
REV0002874,CUST006253,PRD00907,ORD00018069,2024-10-24,2,Excellent experience,Negative
REV0002875,CUST008049,PRD00344,ORD00018071,2023-03-14,4,Excellent experience,Positive
REV0002876,CUST014958,PRD00279,ORD00018072,2025-10-29,3,Average quality,Neutral
REV0002877,CUST006828,PRD00071,ORD00018073,2024-02-24,3,Excellent experience,Neutral
REV0002878,CUST012645,PRD00616,ORD00018081,2024-08-09,5,Value for money,Positive
REV0002879,CUST004661,PRD00833,ORD00018086,2023-04-11,5,Excellent experience,Positive
REV0002880,CUST006922,PRD00738,ORD00018088,2025-05-14,4,Not satisfied,Positive
REV0002881,CUST004761,PRD00660,ORD00018101,2023-12-26,3,Value for money,Neutral
REV0002882,CUST010421,PRD00611,ORD00018102,2025-06-03,5,Not satisfied,Positive
REV0002883,CUST011989,PRD00588,ORD00018125,2022-06-02,3,Excellent experience,Neutral
REV0002884,CUST013926,PRD00960,ORD00018131,2023-03-23,5,Late delivery,Positive
REV0002885,CUST013219,PRD00967,ORD00018136,2022-08-24,5,Good product,Positive
REV0002886,CUST004090,PRD00955,ORD00018137,2022-12-14,4,Not satisfied,Positive
REV0002887,CUST005734,PRD00785,ORD00018141,2023-07-06,4,Not satisfied,Positive
REV0002888,CUST008211,PRD00447,ORD00018156,2024-11-30,4,Good product,Positive
REV0002889,CUST000925,PRD00388,ORD00018159,2024-06-29,5,Late delivery,Positive
REV0002890,CUST007447,PRD00235,ORD00018160,2022-12-30,4,Excellent experience,Positive
REV0002891,CUST004648,PRD00927,ORD00018166,2023-08-04,3,Average quality,Neutral
REV0002892,CUST009556,PRD00207,ORD00018171,2024-03-20,4,Not satisfied,Positive
REV0002893,CUST010599,PRD00709,ORD00018176,2024-04-17,1,Late delivery,Negative
REV0002894,CUST003136,PRD00720,ORD00018180,2025-10-22,5,Not satisfied,Positive
REV0002895,CUST000029,PRD00461,ORD00018187,2025-02-01,4,Late delivery,Positive
REV0002896,CUST003958,PRD00532,ORD00018189,2025-04-14,4,Value for money,Positive
REV0002897,CUST003013,PRD00697,ORD00018215,2023-02-07,5,Not satisfied,Positive
REV0002898,CUST007742,PRD00003,ORD00018223,2024-07-07,5,Average quality,Positive
REV0002899,CUST006540,PRD00075,ORD00018227,2023-04-28,1,Good product,Negative
