Product_ID,Warehouse_ID,Warehouse_City,Stock_Available,Reorder_Level,Reorder_Qty,Last_Stock_Update,Inventory_Value
PRD00253,WH006,Kolkata,60,100,192,2025-12-24,326988.6
PRD00253,WH007,Bhubaneswar,243,56,273,2025-12-28,1324303.83
PRD00253,WH002,Mumbai,759,64,243,2025-12-26,4136405.79
PRD00253,WH003,Delhi,488,29,92,2025-12-17,2659507.28
PRD00254,WH008,Dubai,431,43,246,2025-12-01,22404664.38
PRD00254,WH001,Bangalore,684,109,96,2025-12-25,35556358.32
PRD00254,WH002,Mumbai,649,113,279,2025-12-13,33736954.02
PRD00254,WH004,Hyderabad,814,47,177,2025-12-16,42314145.72
PRD00254,WH007,Bhubaneswar,101,95,280,2025-12-23,5250280.98
PRD00255,WH005,Chennai,137,42,158,2025-12-26,158385.7
PRD00255,WH008,Dubai,137,77,62,2025-12-08,158385.7
PRD00255,WH004,Hyderabad,211,28,101,2025-12-28,243937.1
PRD00255,WH002,Mumbai,102,68,109,2025-12-02,117922.2
PRD00256,WH002,Mumbai,440,98,243,2025-12-16,21048979.6
PRD00256,WH005,Chennai,129,49,64,2025-12-24,6171178.11
PRD00257,WH005,Chennai,308,88,201,2025-12-20,2409086.68
PRD00257,WH003,Delhi,761,90,156,2025-12-20,5952321.31
PRD00257,WH004,Hyderabad,302,41,250,2025-12-10,2362156.42
PRD00258,WH007,Bhubaneswar,625,20,152,2025-12-02,1370162.5
PRD00258,WH006,Kolkata,599,108,294,2025-12-17,1313163.74
PRD00258,WH008,Dubai,678,30,215,2025-12-05,1486352.28
PRD00258,WH002,Mumbai,146,91,165,2025-12-14,320069.96
PRD00259,WH008,Dubai,681,94,80,2025-12-14,334915.8
PRD00259,WH002,Mumbai,612,112,68,2025-12-06,300981.6
PRD00259,WH004,Hyderabad,845,102,89,2025-12-23,415571.0
PRD00260,WH004,Hyderabad,358,40,210,2025-12-27,2045737.3
PRD00260,WH006,Kolkata,74,83,200,2025-12-20,422861.9
PRD00260,WH008,Dubai,759,109,126,2025-12-02,4337191.65
PRD00260,WH001,Bangalore,520,28,240,2025-12-13,2971462.0
PRD00261,WH003,Delhi,158,68,254,2025-12-15,4025149.54
PRD00261,WH006,Kolkata,21,116,190,2025-12-10,534988.23
PRD00261,WH005,Chennai,574,32,238,2025-12-31,14623011.62
PRD00262,WH003,Delhi,169,101,218,2025-12-19,73261.5
PRD00262,WH004,Hyderabad,818,90,205,2025-12-27,354603.0
PRD00263,WH006,Kolkata,470,107,101,2025-12-14,777727.8
PRD00263,WH008,Dubai,732,30,211,2025-12-05,1211269.68
PRD00264,WH007,Bhubaneswar,197,35,100,2025-12-08,53897.23
PRD00264,WH004,Hyderabad,90,24,256,2025-12-09,24623.1
PRD00264,WH005,Chennai,885,105,216,2025-12-15,242127.15
PRD00264,WH006,Kolkata,814,38,279,2025-12-17,222702.26
PRD00265,WH006,Kolkata,852,70,50,2025-12-03,2421665.16
PRD00265,WH007,Bhubaneswar,740,100,281,2025-12-18,2103324.2
PRD00266,WH001,Bangalore,373,118,155,2025-12-23,7058666.92
PRD00266,WH004,Hyderabad,103,87,290,2025-12-08,1949176.12
PRD00266,WH003,Delhi,72,30,203,2025-12-17,1362530.88
PRD00266,WH002,Mumbai,74,59,69,2025-12-03,1400378.96
PRD00267,WH002,Mumbai,836,79,234,2025-12-05,11086229.44
PRD00267,WH005,Chennai,845,29,173,2025-12-01,11205578.8
PRD00268,WH002,Mumbai,374,43,269,2025-12-11,14878381.98
PRD00268,WH007,Bhubaneswar,260,94,152,2025-12-02,10343260.2
PRD00268,WH001,Bangalore,521,50,268,2025-12-08,20726302.17
PRD00268,WH008,Dubai,568,106,298,2025-12-23,22596045.36
PRD00268,WH003,Delhi,682,35,127,2025-12-17,27131167.14
PRD00269,WH008,Dubai,5,69,263,2025-12-18,290503.1
PRD00269,WH006,Kolkata,356,69,169,2025-12-15,20683820.72
PRD00269,WH007,Bhubaneswar,224,98,102,2025-12-15,13014538.88
PRD00269,WH004,Hyderabad,339,75,277,2025-12-12,19696110.18
PRD00270,WH008,Dubai,396,30,198,2025-12-07,1096096.32
PRD00270,WH007,Bhubaneswar,507,62,51,2025-12-09,1403335.44
PRD00270,WH005,Chennai,639,29,296,2025-12-26,1768700.88
PRD00270,WH002,Mumbai,386,66,170,2025-12-05,1068417.12
PRD00271,WH008,Dubai,609,103,212,2025-12-14,3547930.47
PRD00271,WH004,Hyderabad,67,45,98,2025-12-12,390330.61
PRD00271,WH005,Chennai,405,101,251,2025-12-15,2359461.15
PRD00272,WH005,Chennai,348,114,226,2025-12-13,377677.44
PRD00272,WH003,Delhi,823,74,92,2025-12-23,893185.44
PRD00272,WH008,Dubai,735,76,134,2025-12-04,797680.8
PRD00273,WH004,Hyderabad,158,75,115,2025-12-29,98490.88
PRD00273,WH007,Bhubaneswar,37,56,298,2025-12-08,23064.32
PRD00274,WH001,Bangalore,495,92,203,2025-12-15,267349.5
PRD00274,WH002,Mumbai,19,62,127,2025-12-20,10261.9
PRD00274,WH004,Hyderabad,460,26,106,2025-12-09,248446.0
PRD00274,WH006,Kolkata,121,91,245,2025-12-29,65352.1
PRD00274,WH008,Dubai,140,54,137,2025-12-10,75614.0
PRD00275,WH002,Mumbai,350,65,108,2025-12-17,864181.5
PRD00275,WH004,Hyderabad,518,100,273,2025-12-11,1278988.62
PRD00275,WH006,Kolkata,553,111,230,2025-12-07,1365406.77
PRD00276,WH008,Dubai,398,92,159,2025-12-01,70704.7
PRD00276,WH006,Kolkata,647,38,148,2025-12-14,114939.55
PRD00276,WH002,Mumbai,641,55,159,2025-12-27,113873.65
PRD00276,WH004,Hyderabad,716,50,139,2025-12-09,127197.4
PRD00277,WH006,Kolkata,369,72,219,2025-12-11,781881.48
PRD00277,WH008,Dubai,253,85,197,2025-12-22,536086.76
PRD00277,WH005,Chennai,870,33,119,2025-12-24,1843460.4
PRD00277,WH007,Bhubaneswar,212,96,82,2025-12-17,449211.04
PRD00278,WH005,Chennai,875,95,151,2025-12-24,324975.0
PRD00278,WH007,Bhubaneswar,873,29,222,2025-12-02,324232.2
PRD00278,WH008,Dubai,526,66,200,2025-12-13,195356.4
PRD00278,WH006,Kolkata,501,65,76,2025-12-06,186071.4
PRD00279,WH007,Bhubaneswar,755,49,255,2025-12-04,15280195.85
PRD00279,WH005,Chennai,295,41,264,2025-12-19,5970407.65
PRD00279,WH004,Hyderabad,123,99,53,2025-12-25,2489356.41
PRD00279,WH006,Kolkata,865,84,235,2025-12-16,17506449.55
PRD00280,WH002,Mumbai,372,120,277,2025-12-27,503014.68
PRD00280,WH007,Bhubaneswar,866,74,176,2025-12-14,1170996.54
PRD00280,WH003,Delhi,43,52,294,2025-12-04,58144.17
PRD00280,WH004,Hyderabad,453,102,170,2025-12-09,612542.07
PRD00281,WH003,Delhi,406,30,75,2025-12-01,27702407.18
PRD00281,WH002,Mumbai,699,95,79,2025-12-02,47694538.47
PRD00281,WH004,Hyderabad,427,22,120,2025-12-03,29135290.31
PRD00281,WH006,Kolkata,658,51,155,2025-12-07,44897004.74
PRD00281,WH001,Bangalore,348,95,115,2025-12-15,23744920.44
PRD00282,WH008,Dubai,22,59,65,2025-12-08,71299.8
PRD00282,WH007,Bhubaneswar,393,39,278,2025-12-01,1273673.7
PRD00282,WH002,Mumbai,696,61,153,2025-12-08,2255666.4
PRD00283,WH006,Kolkata,583,25,251,2025-12-30,21033001.77
PRD00283,WH008,Dubai,336,75,282,2025-12-27,12121935.84
PRD00283,WH005,Chennai,159,75,67,2025-12-01,5736273.21
PRD00284,WH003,Delhi,564,30,227,2025-12-14,508976.16
PRD00284,WH005,Chennai,803,69,252,2025-12-14,724659.32
PRD00285,WH001,Bangalore,179,67,188,2025-12-21,791303.51
PRD00285,WH005,Chennai,324,96,236,2025-12-03,1432303.56
PRD00285,WH002,Mumbai,288,87,100,2025-12-29,1273158.72
PRD00286,WH003,Delhi,692,96,284,2025-12-01,4840616.12
PRD00286,WH002,Mumbai,474,47,170,2025-12-22,3315682.14
PRD00286,WH004,Hyderabad,570,21,131,2025-12-29,3987212.7
PRD00286,WH005,Chennai,875,81,151,2025-12-06,6120721.25
PRD00286,WH001,Bangalore,557,32,102,2025-12-12,3896276.27
PRD00287,WH006,Kolkata,778,87,161,2025-12-28,1966830.68
PRD00287,WH004,Hyderabad,188,87,214,2025-12-21,475275.28
PRD00287,WH003,Delhi,784,97,242,2025-12-29,1981999.04
PRD00287,WH008,Dubai,366,69,64,2025-12-27,925269.96
PRD00288,WH005,Chennai,16,29,176,2025-12-02,22156.64
PRD00288,WH004,Hyderabad,450,83,111,2025-12-03,623155.5
PRD00288,WH003,Delhi,450,38,228,2025-12-27,623155.5
PRD00289,WH004,Hyderabad,86,33,196,2025-12-27,524911.32
PRD00289,WH007,Bhubaneswar,57,83,271,2025-12-20,347906.34
PRD00289,WH006,Kolkata,164,115,70,2025-12-24,1000993.68
PRD00290,WH001,Bangalore,795,92,237,2025-12-18,462411.75
PRD00290,WH008,Dubai,623,99,60,2025-12-28,362367.95
PRD00290,WH002,Mumbai,29,77,71,2025-12-23,16867.85
PRD00291,WH008,Dubai,82,69,220,2025-12-31,637781.24
PRD00291,WH004,Hyderabad,19,77,129,2025-12-06,147778.58
PRD00291,WH002,Mumbai,422,105,222,2025-12-17,3282240.04
PRD00292,WH006,Kolkata,654,90,276,2025-12-18,12724616.4
PRD00292,WH008,Dubai,147,59,52,2025-12-24,2860120.2
PRD00293,WH001,Bangalore,676,81,240,2025-12-17,474741.28
PRD00293,WH008,Dubai,347,105,129,2025-12-20,243691.16
PRD00293,WH005,Chennai,671,70,254,2025-12-08,471229.88
PRD00293,WH006,Kolkata,362,83,190,2025-12-08,254225.36
PRD00293,WH002,Mumbai,724,104,257,2025-12-24,508450.72
PRD00294,WH005,Chennai,887,90,82,2025-12-09,172681.16
PRD00294,WH006,Kolkata,588,106,189,2025-12-08,114471.84
PRD00294,WH008,Dubai,252,119,279,2025-12-13,49059.36
PRD00294,WH003,Delhi,763,64,109,2025-12-14,148540.84
PRD00295,WH006,Kolkata,495,86,68,2025-12-20,1362428.1
PRD00295,WH007,Bhubaneswar,250,24,74,2025-12-21,688095.0
PRD00296,WH002,Mumbai,26,94,296,2025-12-06,125167.64
PRD00296,WH008,Dubai,623,88,271,2025-12-28,2999209.22
PRD00296,WH001,Bangalore,6,99,174,2025-12-13,28884.84
PRD00296,WH006,Kolkata,508,46,291,2025-12-05,2445583.12
PRD00297,WH007,Bhubaneswar,796,74,123,2025-12-26,1030382.2
PRD00297,WH005,Chennai,476,24,251,2025-12-29,616158.2
PRD00297,WH002,Mumbai,830,80,164,2025-12-05,1074393.5
PRD00297,WH006,Kolkata,450,119,59,2025-12-31,582502.5
PRD00297,WH004,Hyderabad,128,21,285,2025-12-06,165689.6
PRD00298,WH004,Hyderabad,303,56,51,2025-12-14,2052297.78
PRD00298,WH003,Delhi,432,54,59,2025-12-17,2926048.32
PRD00299,WH001,Bangalore,471,36,54,2025-12-11,1893236.31
PRD00299,WH004,Hyderabad,326,63,175,2025-12-27,1310392.86
PRD00299,WH007,Bhubaneswar,257,66,220,2025-12-08,1033039.77
PRD00299,WH002,Mumbai,854,107,143,2025-12-03,3432746.94
PRD00300,WH005,Chennai,264,109,144,2025-12-08,15565286.88
PRD00300,WH003,Delhi,502,61,105,2025-12-12,29597628.84
PRD00301,WH002,Mumbai,444,47,259,2025-12-25,28827339.36
PRD00301,WH006,Kolkata,793,70,151,2025-12-07,51486666.92
PRD00302,WH008,Dubai,27,44,171,2025-12-19,290579.94
PRD00302,WH006,Kolkata,389,66,163,2025-12-15,4186503.58
PRD00302,WH003,Delhi,55,112,81,2025-12-22,591922.1
PRD00302,WH005,Chennai,260,94,117,2025-12-08,2798177.2
PRD00302,WH004,Hyderabad,106,49,99,2025-12-10,1140795.32
PRD00303,WH008,Dubai,241,117,268,2025-12-25,629790.84
PRD00303,WH002,Mumbai,240,108,269,2025-12-04,627177.6
PRD00304,WH007,Bhubaneswar,631,51,248,2025-12-03,2526902.6
PRD00304,WH002,Mumbai,607,51,216,2025-12-26,2430792.2
PRD00304,WH003,Delhi,606,80,69,2025-12-08,2426787.6
PRD00304,WH004,Hyderabad,281,30,229,2025-12-27,1125292.6
PRD00305,WH001,Bangalore,744,92,65,2025-12-05,1935374.64
PRD00305,WH006,Kolkata,355,41,283,2025-12-09,923465.05
PRD00305,WH003,Delhi,304,68,111,2025-12-10,790798.24
PRD00305,WH002,Mumbai,205,25,218,2025-12-26,533268.55
PRD00306,WH003,Delhi,702,53,269,2025-12-19,1467306.36
PRD00306,WH007,Bhubaneswar,700,27,105,2025-12-27,1463126.0
PRD00307,WH005,Chennai,561,114,129,2025-12-16,5847336.66
PRD00307,WH007,Bhubaneswar,333,85,105,2025-12-28,3470878.98
PRD00307,WH006,Kolkata,381,109,177,2025-12-06,3971185.86
PRD00308,WH006,Kolkata,397,115,258,2025-12-05,485336.47
PRD00308,WH005,Chennai,563,35,200,2025-12-15,688273.13
PRD00309,WH006,Kolkata,704,45,264,2025-12-25,2197219.2
PRD00309,WH003,Delhi,16,57,223,2025-12-10,49936.8
PRD00310,WH005,Chennai,314,55,184,2025-12-05,1234823.84
PRD00310,WH007,Bhubaneswar,49,41,165,2025-12-29,192695.44
PRD00310,WH006,Kolkata,576,87,168,2025-12-05,2265154.56
PRD00311,WH001,Bangalore,388,117,141,2025-12-26,814272.32
PRD00311,WH002,Mumbai,256,45,145,2025-12-09,537251.84
PRD00311,WH003,Delhi,55,25,106,2025-12-11,115425.2
PRD00311,WH004,Hyderabad,699,24,98,2025-12-17,1466949.36
PRD00311,WH007,Bhubaneswar,84,75,147,2025-12-29,176285.76
PRD00312,WH006,Kolkata,322,64,163,2025-12-08,59505.6
PRD00312,WH003,Delhi,331,57,191,2025-12-19,61168.8
PRD00312,WH005,Chennai,215,119,181,2025-12-25,39732.0
PRD00312,WH007,Bhubaneswar,291,110,131,2025-12-23,53776.8
PRD00312,WH002,Mumbai,17,106,158,2025-12-28,3141.6
PRD00313,WH001,Bangalore,645,42,269,2025-12-11,4943486.4
PRD00313,WH006,Kolkata,661,91,266,2025-12-09,5066115.52
PRD00314,WH008,Dubai,723,54,94,2025-12-03,22624470.27
PRD00314,WH004,Hyderabad,560,74,73,2025-12-26,17523794.4
PRD00315,WH003,Delhi,98,106,251,2025-12-04,179413.5
PRD00315,WH004,Hyderabad,317,74,131,2025-12-11,580347.75
PRD00315,WH008,Dubai,168,35,88,2025-12-30,307566.0
PRD00315,WH007,Bhubaneswar,588,40,136,2025-12-05,1076481.0
PRD00315,WH001,Bangalore,154,115,140,2025-12-24,281935.5
PRD00316,WH002,Mumbai,714,113,300,2025-12-08,30237450.18
PRD00316,WH001,Bangalore,573,100,297,2025-12-28,24266189.01
PRD00316,WH006,Kolkata,785,113,177,2025-12-11,33244255.45
PRD00316,WH004,Hyderabad,737,43,172,2025-12-17,31211485.69
PRD00316,WH003,Delhi,783,96,194,2025-12-23,33159556.71
PRD00317,WH003,Delhi,873,92,143,2025-12-18,1150937.01
PRD00317,WH006,Kolkata,120,21,197,2025-12-13,158204.4
PRD00317,WH001,Bangalore,738,87,294,2025-12-03,972957.06
PRD00318,WH003,Delhi,300,27,131,2025-12-21,13849173.0
PRD00318,WH002,Mumbai,341,99,56,2025-12-29,15741893.31
PRD00319,WH007,Bhubaneswar,186,119,218,2025-12-05,438374.1
PRD00319,WH006,Kolkata,104,113,252,2025-12-28,245112.4
PRD00319,WH001,Bangalore,104,102,138,2025-12-08,245112.4
PRD00319,WH005,Chennai,705,106,146,2025-12-08,1661579.25
PRD00320,WH007,Bhubaneswar,105,82,210,2025-12-04,118570.2
PRD00320,WH008,Dubai,275,79,130,2025-12-02,310541.0
PRD00320,WH002,Mumbai,452,116,96,2025-12-28,510416.48
PRD00320,WH005,Chennai,490,82,200,2025-12-15,553327.6
PRD00321,WH006,Kolkata,260,56,250,2025-12-08,415987.0
PRD00321,WH008,Dubai,565,39,79,2025-12-16,903971.75
PRD00321,WH003,Delhi,178,100,198,2025-12-06,284791.1
PRD00321,WH007,Bhubaneswar,505,39,162,2025-12-16,807974.75
PRD00322,WH003,Delhi,258,101,201,2025-12-20,1120739.1
PRD00322,WH005,Chennai,819,91,242,2025-12-30,3557695.05
PRD00322,WH002,Mumbai,516,112,60,2025-12-05,2241478.2
PRD00323,WH003,Delhi,237,81,210,2025-12-06,467214.69
PRD00323,WH002,Mumbai,411,53,283,2025-12-08,810233.07
PRD00323,WH007,Bhubaneswar,111,57,75,2025-12-20,218822.07
PRD00324,WH007,Bhubaneswar,624,75,94,2025-12-24,542992.32
PRD00324,WH003,Delhi,664,91,151,2025-12-30,577799.52
PRD00324,WH005,Chennai,806,113,260,2025-12-14,701365.08
PRD00325,WH006,Kolkata,128,35,112,2025-12-30,114206.72
PRD00325,WH004,Hyderabad,669,111,242,2025-12-30,596908.56
PRD00325,WH002,Mumbai,90,70,98,2025-12-12,80301.6
PRD00325,WH005,Chennai,7,92,117,2025-12-15,6245.68
PRD00325,WH008,Dubai,584,70,280,2025-12-04,521068.16
PRD00326,WH004,Hyderabad,733,25,216,2025-12-29,599572.01
PRD00326,WH005,Chennai,862,118,55,2025-12-26,705090.14
PRD00326,WH007,Bhubaneswar,575,109,61,2025-12-19,470332.75
PRD00326,WH001,Bangalore,526,82,274,2025-12-29,430252.22
PRD00326,WH006,Kolkata,474,112,94,2025-12-26,387717.78
PRD00327,WH007,Bhubaneswar,382,111,206,2025-12-17,1428641.8
PRD00327,WH008,Dubai,740,102,146,2025-12-22,2767526.0
PRD00327,WH004,Hyderabad,43,84,234,2025-12-28,160815.7
PRD00327,WH005,Chennai,487,88,299,2025-12-29,1821331.3
PRD00328,WH005,Chennai,260,34,268,2025-12-05,734853.6
PRD00328,WH002,Mumbai,599,85,279,2025-12-20,1692989.64
PRD00329,WH003,Delhi,139,71,148,2025-12-02,30606.41
PRD00329,WH005,Chennai,377,94,147,2025-12-11,83011.63
PRD00330,WH007,Bhubaneswar,169,102,73,2025-12-14,788636.81
PRD00330,WH004,Hyderabad,791,58,227,2025-12-30,3691193.59
PRD00330,WH005,Chennai,836,20,186,2025-12-22,3901185.64
PRD00331,WH007,Bhubaneswar,196,80,146,2025-12-02,665516.04
PRD00331,WH006,Kolkata,396,113,266,2025-12-10,1344614.04
PRD00331,WH002,Mumbai,25,118,130,2025-12-12,84887.25
PRD00331,WH005,Chennai,187,21,181,2025-12-20,634956.63
PRD00332,WH007,Bhubaneswar,285,105,164,2025-12-29,1413161.1
PRD00332,WH008,Dubai,499,85,156,2025-12-25,2474271.54
PRD00332,WH004,Hyderabad,81,43,210,2025-12-15,401635.26
PRD00333,WH007,Bhubaneswar,293,25,249,2025-12-29,14867992.0
PRD00333,WH003,Delhi,504,93,229,2025-12-18,25574976.0
PRD00333,WH005,Chennai,509,95,70,2025-12-07,25828696.0
PRD00334,WH001,Bangalore,293,112,220,2025-12-02,456578.97
PRD00334,WH003,Delhi,12,70,53,2025-12-05,18699.48
PRD00334,WH007,Bhubaneswar,847,118,106,2025-12-09,1319871.63
PRD00334,WH008,Dubai,612,59,221,2025-12-08,953673.48
PRD00335,WH006,Kolkata,7,66,93,2025-12-08,360402.91
PRD00335,WH001,Bangalore,760,38,284,2025-12-25,39129458.8
PRD00336,WH002,Mumbai,502,43,136,2025-12-15,18526013.82
PRD00336,WH003,Delhi,73,38,220,2025-12-12,2694021.93
PRD00336,WH001,Bangalore,821,106,55,2025-12-16,30298520.61
PRD00336,WH004,Hyderabad,198,31,143,2025-12-28,7307073.18
PRD00337,WH002,Mumbai,583,68,214,2025-12-16,2242486.18
PRD00337,WH005,Chennai,236,75,103,2025-12-19,907764.56
PRD00337,WH001,Bangalore,78,120,138,2025-12-24,300023.88
PRD00337,WH008,Dubai,42,62,148,2025-12-12,161551.32
PRD00338,WH005,Chennai,863,76,254,2025-12-05,862042.07
PRD00338,WH004,Hyderabad,895,73,102,2025-12-12,894006.55
PRD00338,WH002,Mumbai,729,94,210,2025-12-06,728190.81
PRD00338,WH001,Bangalore,778,31,150,2025-12-17,777136.42
PRD00338,WH007,Bhubaneswar,11,23,250,2025-12-11,10987.79
PRD00339,WH007,Bhubaneswar,364,74,74,2025-12-23,10295619.88
PRD00339,WH002,Mumbai,154,59,263,2025-12-06,4355839.18
PRD00339,WH003,Delhi,67,32,113,2025-12-29,1895072.89
PRD00339,WH001,Bangalore,657,90,281,2025-12-26,18583028.19
PRD00339,WH008,Dubai,603,51,224,2025-12-24,17055656.01
PRD00340,WH007,Bhubaneswar,207,42,168,2025-12-07,410992.29
PRD00340,WH002,Mumbai,569,54,281,2025-12-24,1129732.43
PRD00340,WH005,Chennai,520,26,157,2025-12-10,1032444.4
PRD00341,WH004,Hyderabad,812,20,248,2025-12-21,2541129.64
PRD00341,WH008,Dubai,325,102,271,2025-12-23,1017077.75
PRD00342,WH001,Bangalore,85,98,267,2025-12-28,120006.4
PRD00342,WH007,Bhubaneswar,250,101,234,2025-12-01,352960.0
PRD00342,WH005,Chennai,879,26,292,2025-12-30,1241007.36
PRD00342,WH004,Hyderabad,686,42,116,2025-12-28,968522.24
PRD00342,WH008,Dubai,656,43,278,2025-12-02,926167.04
PRD00343,WH001,Bangalore,312,71,63,2025-12-23,2911325.04
PRD00343,WH005,Chennai,225,101,80,2025-12-23,2099513.25
PRD00344,WH003,Delhi,284,115,274,2025-12-11,55899.72
PRD00344,WH002,Mumbai,235,85,236,2025-12-15,46255.05
PRD00344,WH005,Chennai,311,90,171,2025-12-27,61214.13
PRD00345,WH001,Bangalore,457,102,282,2025-12-07,1942510.49
PRD00345,WH005,Chennai,816,76,189,2025-12-19,3468465.12
PRD00345,WH006,Kolkata,138,41,106,2025-12-07,586578.66
PRD00346,WH005,Chennai,460,40,147,2025-12-27,164808.8
PRD00346,WH006,Kolkata,382,61,239,2025-12-08,136862.96
PRD00346,WH001,Bangalore,133,22,108,2025-12-21,47651.24
PRD00346,WH008,Dubai,829,85,196,2025-12-17,297014.12
PRD00347,WH005,Chennai,755,78,116,2025-12-24,1183515.35
PRD00347,WH002,Mumbai,388,90,226,2025-12-28,608217.16
PRD00347,WH007,Bhubaneswar,140,64,154,2025-12-27,219459.8
PRD00347,WH001,Bangalore,254,47,120,2025-12-04,398162.78
PRD00348,WH006,Kolkata,83,118,241,2025-12-16,429090.91
PRD00348,WH004,Hyderabad,559,88,190,2025-12-07,2889901.43
PRD00349,WH008,Dubai,71,106,297,2025-12-22,452850.78
PRD00349,WH003,Delhi,864,71,182,2025-12-22,5510747.52
PRD00349,WH004,Hyderabad,162,66,160,2025-12-11,1033265.16
PRD00350,WH004,Hyderabad,703,55,275,2025-12-03,881020.69
PRD00350,WH008,Dubai,344,68,132,2025-12-09,431111.12
PRD00350,WH007,Bhubaneswar,805,26,112,2025-12-13,1008850.15
PRD00351,WH002,Mumbai,376,85,137,2025-12-13,2015653.28
PRD00351,WH003,Delhi,21,59,170,2025-12-12,112576.38
PRD00352,WH004,Hyderabad,893,110,95,2025-12-13,1478245.41
PRD00352,WH007,Bhubaneswar,401,71,224,2025-12-03,663803.37
PRD00353,WH004,Hyderabad,242,27,229,2025-12-30,98063.24
PRD00353,WH005,Chennai,807,75,150,2025-12-03,327012.54
PRD00353,WH003,Delhi,848,42,217,2025-12-30,343626.56
PRD00353,WH007,Bhubaneswar,597,53,208,2025-12-20,241916.34
PRD00353,WH002,Mumbai,446,48,194,2025-12-27,180728.12
PRD00354,WH005,Chennai,869,32,224,2025-12-23,28243177.82
PRD00354,WH002,Mumbai,396,96,274,2025-12-29,12870308.88
PRD00354,WH006,Kolkata,363,46,228,2025-12-20,11797783.14
PRD00355,WH001,Bangalore,665,103,235,2025-12-03,37698.85
PRD00355,WH006,Kolkata,34,36,166,2025-12-02,1927.46
PRD00355,WH003,Delhi,825,77,297,2025-12-04,46769.25
PRD00355,WH008,Dubai,101,45,206,2025-12-18,5725.69
PRD00356,WH004,Hyderabad,613,71,92,2025-12-17,1331809.93
PRD00356,WH008,Dubai,477,68,274,2025-12-29,1036334.97
PRD00356,WH002,Mumbai,32,79,126,2025-12-16,69523.52
PRD00357,WH006,Kolkata,669,73,184,2025-12-30,42031122.51
PRD00357,WH004,Hyderabad,679,44,86,2025-12-07,42659390.41
PRD00358,WH008,Dubai,350,63,168,2025-12-07,2749582.5
PRD00358,WH006,Kolkata,519,105,263,2025-12-17,4077238.05
PRD00358,WH002,Mumbai,835,67,174,2025-12-24,6559718.25
PRD00359,WH006,Kolkata,111,110,242,2025-12-24,51990.18
PRD00359,WH005,Chennai,140,56,189,2025-12-12,65573.2
PRD00359,WH007,Bhubaneswar,663,42,226,2025-12-15,310535.94
PRD00359,WH004,Hyderabad,252,97,60,2025-12-24,118031.76
PRD00360,WH008,Dubai,0,110,92,2025-12-10,0.0
PRD00360,WH001,Bangalore,559,60,118,2025-12-09,1053988.91
PRD00360,WH004,Hyderabad,854,111,87,2025-12-20,1610208.46
PRD00360,WH006,Kolkata,424,23,106,2025-12-24,799447.76
PRD00360,WH003,Delhi,863,30,172,2025-12-13,1627177.87
PRD00361,WH004,Hyderabad,229,96,250,2025-12-10,490998.9
PRD00361,WH003,Delhi,258,90,193,2025-12-20,553177.8
PRD00361,WH002,Mumbai,631,38,122,2025-12-01,1352927.1
PRD00362,WH007,Bhubaneswar,60,68,104,2025-12-03,5402707.8
PRD00362,WH008,Dubai,340,97,257,2025-12-02,30615344.2
PRD00362,WH005,Chennai,816,56,125,2025-12-29,73476826.08
PRD00362,WH001,Bangalore,553,31,149,2025-12-15,49794956.89
PRD00362,WH006,Kolkata,168,73,81,2025-12-21,15127581.84
PRD00363,WH001,Bangalore,793,111,258,2025-12-18,13062993.84
PRD00363,WH006,Kolkata,74,76,56,2025-12-21,1218993.12
PRD00363,WH002,Mumbai,477,99,243,2025-12-04,7857563.76
PRD00364,WH005,Chennai,514,101,274,2025-12-31,19663799.88
PRD00364,WH001,Bangalore,469,84,64,2025-12-23,17942260.98
PRD00364,WH003,Delhi,176,109,70,2025-12-02,6733129.92
PRD00364,WH004,Hyderabad,366,32,84,2025-12-26,14001849.72
PRD00365,WH003,Delhi,113,114,92,2025-12-28,167383.51
PRD00365,WH004,Hyderabad,588,92,72,2025-12-26,870986.76
PRD00365,WH007,Bhubaneswar,139,49,289,2025-12-17,205896.53
PRD00365,WH006,Kolkata,9,81,272,2025-12-30,13331.43
PRD00365,WH002,Mumbai,273,21,50,2025-12-25,404386.71
PRD00366,WH004,Hyderabad,849,66,133,2025-12-14,217615.68
PRD00366,WH001,Bangalore,20,65,110,2025-12-22,5126.4
PRD00366,WH002,Mumbai,899,112,201,2025-12-06,230431.68
PRD00366,WH006,Kolkata,182,56,98,2025-12-08,46650.24
PRD00366,WH005,Chennai,717,64,159,2025-12-08,183781.44
PRD00367,WH001,Bangalore,124,102,82,2025-12-15,374291.52
PRD00367,WH006,Kolkata,345,45,159,2025-12-31,1041375.6
PRD00367,WH003,Delhi,78,88,88,2025-12-29,235441.44
PRD00368,WH008,Dubai,194,31,227,2025-12-07,610558.74
PRD00368,WH001,Bangalore,425,37,126,2025-12-29,1337564.25
PRD00368,WH006,Kolkata,158,27,68,2025-12-14,497259.18
PRD00368,WH002,Mumbai,629,32,226,2025-12-17,1979595.09
PRD00369,WH003,Delhi,726,25,59,2025-12-20,1303525.74
PRD00369,WH006,Kolkata,564,27,140,2025-12-16,1012656.36
PRD00369,WH008,Dubai,292,22,172,2025-12-19,524283.08
PRD00369,WH004,Hyderabad,292,49,95,2025-12-23,524283.08
PRD00370,WH008,Dubai,733,118,204,2025-12-23,572399.7
