Visit_ID,Customer_ID,Visit_Date,Device_Type,Browser,Traffic_Source,Page_Views,Session_Duration_Seconds,Cart_Additions,Checkout_Started
VIS00012830,CUST002092,2023-09-16,Mobile,Firefox,SEO,1,703,0,0
VIS00012831,CUST004834,2023-09-13,Mobile,Edge,SEO,3,1262,4,1
VIS00012832,CUST013942,2025-08-20,Tablet,Chrome,Google Ads,14,1566,4,1
VIS00012833,CUST009082,2023-12-26,Tablet,Safari,Email,12,778,2,1
VIS00012834,CUST011234,2023-12-12,Tablet,Firefox,WhatsApp,11,73,5,1
VIS00012835,CUST000953,2025-11-14,Desktop,Safari,Instagram,10,614,1,0
VIS00012836,CUST012112,2022-02-04,Mobile,Chrome,Instagram,2,1591,5,0
VIS00012837,CUST000930,2023-06-11,Mobile,Safari,Direct,12,123,0,1
VIS00012838,CUST009985,2022-05-06,Tablet,Firefox,SEO,13,1400,4,1
VIS00012839,CUST011378,2023-07-25,Desktop,Safari,Google Ads,8,1160,4,0
VIS00012840,CUST005091,2022-08-12,Tablet,Safari,Instagram,16,1241,4,1
VIS00012841,CUST013494,2025-07-07,Mobile,Safari,YouTube,6,737,5,1
VIS00012842,CUST002708,2023-01-14,Mobile,Chrome,Google Ads,11,25,4,1
VIS00012843,CUST006966,2022-06-10,Mobile,Edge,Direct,15,255,4,1
VIS00012844,CUST007939,2025-02-15,Mobile,Edge,Email,9,958,1,1
VIS00012845,CUST012742,2022-06-25,Desktop,Chrome,Email,18,201,2,1
VIS00012846,CUST002776,2023-04-16,Desktop,Chrome,Direct,10,1010,0,0
VIS00012847,CUST008260,2024-07-26,Mobile,Firefox,Facebook,7,1560,3,1
VIS00012848,CUST007832,2025-02-25,Desktop,Safari,Direct,16,364,2,0
VIS00012849,CUST014554,2024-05-01,Desktop,Edge,Instagram,4,1070,2,0
VIS00012850,CUST001730,2025-07-28,Tablet,Edge,WhatsApp,15,311,1,0
VIS00012851,CUST012629,2023-09-25,Mobile,Edge,Email,2,1122,3,0
VIS00012852,CUST001096,2025-06-29,Desktop,Edge,Affiliate,13,1106,4,0
VIS00012853,CUST005197,2023-11-16,Mobile,Firefox,Facebook,18,1582,3,0
VIS00012854,CUST001471,2024-01-03,Desktop,Safari,YouTube,3,1256,0,1
VIS00012855,CUST001717,2023-08-04,Desktop,Safari,Instagram,8,863,4,0
VIS00012856,CUST008800,2022-02-16,Tablet,Edge,Facebook,8,640,2,1
VIS00012857,CUST014673,2025-04-10,Desktop,Safari,Google Ads,2,1086,0,1
VIS00012858,CUST003845,2023-05-29,Mobile,Firefox,Affiliate,11,1683,3,0
VIS00012859,CUST001633,2025-02-22,Mobile,Safari,Instagram,7,1392,2,0
VIS00012860,CUST005890,2024-03-30,Mobile,Safari,Google Ads,3,24,5,1
VIS00012861,CUST002284,2023-11-01,Tablet,Chrome,Instagram,14,1798,1,0
VIS00012862,CUST000183,2024-10-01,Mobile,Edge,Affiliate,7,635,1,0
VIS00012863,CUST005127,2025-08-17,Mobile,Firefox,Email,14,996,3,0
VIS00012864,CUST008300,2022-06-05,Desktop,Chrome,Affiliate,4,1639,5,1
VIS00012865,CUST010381,2025-10-19,Tablet,Chrome,YouTube,2,915,0,0
VIS00012866,CUST014327,2022-10-12,Mobile,Safari,Google Ads,10,1620,2,1
VIS00012867,CUST012277,2025-05-11,Tablet,Edge,YouTube,6,1758,3,1
VIS00012868,CUST003003,2022-10-04,Desktop,Safari,Direct,7,584,5,1
VIS00012869,CUST008486,2022-10-27,Mobile,Edge,YouTube,8,1725,5,1
VIS00012870,CUST014436,2023-11-24,Mobile,Chrome,YouTube,16,202,2,1
VIS00012871,CUST004021,2023-04-16,Tablet,Firefox,SEO,2,121,4,1
VIS00012872,CUST006936,2024-04-03,Desktop,Firefox,Email,5,1226,5,1
VIS00012873,CUST000055,2025-09-26,Desktop,Safari,Google Ads,3,913,5,1
VIS00012874,CUST011476,2022-10-14,Tablet,Chrome,YouTube,17,619,1,1
VIS00012875,CUST003916,2022-06-10,Desktop,Edge,Instagram,7,1092,2,0
VIS00012876,CUST000013,2023-03-25,Desktop,Edge,Instagram,12,52,5,0
VIS00012877,CUST007346,2024-04-11,Mobile,Safari,Facebook,13,875,5,1
VIS00012878,CUST013423,2023-11-19,Tablet,Safari,SEO,14,1735,0,0
VIS00012879,CUST008122,2025-01-18,Tablet,Edge,YouTube,12,1121,2,0
VIS00012880,CUST009762,2023-04-16,Mobile,Safari,Email,17,595,0,1
VIS00012881,CUST003642,2023-12-21,Tablet,Firefox,Google Ads,11,1592,1,1
VIS00012882,CUST003395,2022-01-23,Mobile,Firefox,Email,9,263,2,0
VIS00012883,CUST014620,2025-12-26,Desktop,Firefox,Direct,3,1065,0,1
VIS00012884,CUST012165,2024-11-06,Desktop,Safari,SEO,6,1655,0,0
VIS00012885,CUST002579,2022-03-05,Mobile,Chrome,SEO,4,256,4,0
VIS00012886,CUST013139,2022-05-29,Desktop,Firefox,SEO,5,77,2,1
VIS00012887,CUST003398,2023-04-21,Desktop,Chrome,WhatsApp,8,152,2,1
VIS00012888,CUST002320,2023-09-13,Mobile,Safari,YouTube,9,1184,3,1
VIS00012889,CUST001421,2022-04-25,Mobile,Edge,YouTube,18,741,5,1
VIS00012890,CUST005486,2023-03-14,Desktop,Safari,Affiliate,12,1500,0,1
VIS00012891,CUST005592,2025-01-20,Tablet,Edge,Facebook,10,572,3,1
VIS00012892,CUST003793,2023-12-25,Desktop,Safari,Facebook,14,981,1,0
VIS00012893,CUST000985,2024-08-02,Tablet,Firefox,Google Ads,8,265,2,0
VIS00012894,CUST014628,2023-01-21,Tablet,Chrome,Google Ads,7,1249,4,1
VIS00012895,CUST004075,2023-09-22,Desktop,Chrome,YouTube,18,1514,1,0
VIS00012896,CUST002385,2023-04-12,Desktop,Firefox,Direct,9,695,0,1
VIS00012897,CUST006031,2023-04-15,Tablet,Chrome,SEO,9,1354,5,1
VIS00012898,CUST009551,2023-03-10,Tablet,Firefox,Direct,15,1613,2,1
VIS00012899,CUST005856,2024-02-18,Tablet,Firefox,Instagram,3,987,4,0
VIS00012900,CUST004196,2022-01-08,Desktop,Safari,SEO,7,1671,4,1
VIS00012901,CUST012363,2025-10-31,Desktop,Chrome,WhatsApp,16,1759,5,0
VIS00012902,CUST010103,2025-05-16,Desktop,Safari,WhatsApp,10,716,3,0
VIS00012903,CUST002911,2025-06-04,Desktop,Firefox,Direct,18,1482,3,0
VIS00012904,CUST013758,2023-08-28,Desktop,Safari,Direct,6,541,1,1
VIS00012905,CUST010642,2025-04-12,Desktop,Safari,Instagram,18,1710,4,0
VIS00012906,CUST002088,2025-04-24,Mobile,Firefox,Affiliate,3,497,1,0
VIS00012907,CUST013961,2025-02-23,Desktop,Firefox,Facebook,2,128,3,1
VIS00012908,CUST008762,2024-02-27,Mobile,Edge,SEO,6,1408,0,1
VIS00012909,CUST005140,2022-03-31,Tablet,Firefox,WhatsApp,4,1637,5,1
VIS00012910,CUST010005,2025-01-12,Tablet,Chrome,Instagram,5,1780,2,0
VIS00012911,CUST014485,2025-09-03,Tablet,Safari,Facebook,7,1231,4,0
VIS00012912,CUST009991,2022-05-11,Tablet,Chrome,Email,16,1370,3,0
VIS00012913,CUST014992,2023-09-18,Tablet,Chrome,Instagram,18,1140,5,1
VIS00012914,CUST000569,2024-04-08,Mobile,Firefox,SEO,8,814,3,1
VIS00012915,CUST001066,2024-08-15,Desktop,Firefox,Facebook,11,378,0,0
VIS00012916,CUST012314,2023-06-06,Mobile,Edge,Direct,2,874,1,0
VIS00012917,CUST014532,2023-04-08,Desktop,Firefox,Instagram,18,1017,2,1
VIS00012918,CUST014877,2022-07-05,Tablet,Chrome,YouTube,13,450,3,1
VIS00012919,CUST001725,2025-12-29,Mobile,Chrome,Instagram,16,79,0,0
VIS00012920,CUST013504,2025-01-22,Mobile,Edge,Google Ads,17,823,2,1
VIS00012921,CUST000175,2023-03-07,Mobile,Edge,Google Ads,16,1511,4,0
VIS00012922,CUST010015,2024-10-04,Mobile,Edge,Affiliate,10,276,4,1
VIS00012923,CUST011520,2024-06-05,Desktop,Chrome,Affiliate,1,819,2,0
VIS00012924,CUST002153,2022-01-26,Desktop,Safari,Facebook,9,1800,0,0
VIS00012925,CUST011201,2023-10-03,Mobile,Safari,Email,7,182,1,1
VIS00012926,CUST005925,2022-09-22,Desktop,Safari,Affiliate,3,1383,2,1
VIS00012927,CUST004310,2025-07-23,Tablet,Edge,Instagram,2,667,4,1
VIS00012928,CUST000217,2024-11-22,Mobile,Firefox,YouTube,13,770,4,1
VIS00012929,CUST006873,2023-12-15,Tablet,Firefox,Direct,4,928,0,0
VIS00012930,CUST010585,2024-12-08,Mobile,Firefox,Instagram,16,1435,3,1
VIS00012931,CUST005456,2025-03-26,Desktop,Firefox,YouTube,15,128,3,0
VIS00012932,CUST006622,2024-09-10,Mobile,Firefox,Email,14,1575,4,0
VIS00012933,CUST007301,2025-07-07,Desktop,Safari,YouTube,16,809,4,1
VIS00012934,CUST010381,2024-12-25,Tablet,Firefox,Facebook,6,565,5,0
VIS00012935,CUST007429,2022-01-22,Mobile,Edge,SEO,3,920,2,1
VIS00012936,CUST000932,2025-09-09,Tablet,Firefox,WhatsApp,11,447,3,1
VIS00012937,CUST013009,2025-06-10,Mobile,Chrome,Instagram,4,199,2,1
VIS00012938,CUST010470,2025-05-29,Tablet,Chrome,Instagram,1,385,0,0
VIS00012939,CUST002202,2023-07-28,Tablet,Chrome,Instagram,4,1569,2,1
VIS00012940,CUST007526,2024-12-28,Tablet,Chrome,Instagram,3,86,1,1
VIS00012941,CUST000955,2024-01-30,Desktop,Firefox,Affiliate,9,1166,2,1
VIS00012942,CUST008840,2022-08-14,Desktop,Chrome,Affiliate,7,668,3,0
VIS00012943,CUST014543,2024-04-18,Desktop,Safari,Direct,16,799,5,1
VIS00012944,CUST002792,2022-11-10,Mobile,Firefox,WhatsApp,10,1627,3,0
VIS00012945,CUST014807,2025-10-30,Tablet,Edge,Facebook,12,990,1,1
VIS00012946,CUST003626,2024-07-10,Desktop,Chrome,SEO,2,169,4,0
VIS00012947,CUST012236,2023-01-09,Tablet,Chrome,Facebook,13,1206,5,0
VIS00012948,CUST002665,2024-04-29,Tablet,Firefox,YouTube,18,1040,4,0
VIS00012949,CUST006269,2025-03-06,Tablet,Edge,Instagram,16,1612,3,1
VIS00012950,CUST010853,2023-12-10,Tablet,Safari,SEO,17,1594,1,1
VIS00012951,CUST001829,2024-07-28,Mobile,Edge,Facebook,4,1442,5,0
VIS00012952,CUST007981,2024-06-02,Desktop,Chrome,WhatsApp,8,22,3,0
VIS00012953,CUST002389,2022-03-22,Mobile,Edge,Affiliate,9,1245,5,0
VIS00012954,CUST014620,2023-06-13,Desktop,Safari,YouTube,2,1756,0,0
VIS00012955,CUST004926,2025-10-10,Mobile,Firefox,Instagram,14,1396,2,1
VIS00012956,CUST008175,2023-02-04,Mobile,Safari,Email,3,61,5,1
VIS00012957,CUST007878,2024-10-28,Desktop,Edge,Facebook,8,1268,1,0
VIS00012958,CUST008740,2024-09-09,Desktop,Safari,YouTube,8,1468,4,1
VIS00012959,CUST002939,2022-11-09,Tablet,Edge,YouTube,10,162,0,1
VIS00012960,CUST005737,2022-07-08,Desktop,Firefox,Direct,18,1404,2,1
VIS00012961,CUST013740,2024-08-29,Tablet,Edge,Instagram,4,40,0,1
VIS00012962,CUST007382,2023-02-05,Tablet,Edge,Google Ads,10,827,0,1
VIS00012963,CUST004513,2025-08-12,Tablet,Firefox,Email,11,1026,4,0
VIS00012964,CUST010646,2024-12-28,Desktop,Firefox,WhatsApp,13,1156,4,0
VIS00012965,CUST004212,2024-06-05,Mobile,Edge,Email,15,288,5,1
VIS00012966,CUST001855,2022-02-19,Tablet,Edge,Direct,15,1270,2,1
VIS00012967,CUST009535,2024-05-13,Desktop,Safari,WhatsApp,8,643,2,1
VIS00012968,CUST003731,2024-04-09,Mobile,Firefox,Facebook,5,1277,0,1
VIS00012969,CUST004543,2023-03-24,Mobile,Edge,Affiliate,4,1348,0,1
VIS00012970,CUST003748,2025-03-24,Desktop,Edge,YouTube,8,1556,0,0
VIS00012971,CUST000370,2024-05-28,Desktop,Safari,Direct,16,1321,5,1
VIS00012972,CUST014160,2025-10-05,Mobile,Edge,YouTube,15,346,3,1
VIS00012973,CUST002394,2022-02-04,Tablet,Firefox,Email,11,397,1,0
VIS00012974,CUST002170,2023-05-04,Mobile,Chrome,Email,16,960,2,0
VIS00012975,CUST005750,2022-11-16,Desktop,Safari,Email,5,166,5,0
VIS00012976,CUST003336,2025-10-20,Tablet,Safari,YouTube,12,444,5,1
VIS00012977,CUST013383,2025-05-11,Desktop,Edge,Facebook,15,387,3,0
VIS00012978,CUST005717,2022-10-23,Mobile,Chrome,Affiliate,16,544,5,0
VIS00012979,CUST004846,2022-04-09,Desktop,Chrome,SEO,8,774,0,1
VIS00012980,CUST010515,2023-12-17,Mobile,Firefox,Facebook,11,35,5,1
VIS00012981,CUST001961,2024-04-05,Desktop,Safari,WhatsApp,9,1751,4,1
VIS00012982,CUST009183,2023-05-02,Tablet,Firefox,Google Ads,11,1406,4,1
VIS00012983,CUST005330,2025-06-09,Desktop,Firefox,SEO,13,297,3,1
VIS00012984,CUST005780,2025-04-23,Mobile,Safari,YouTube,9,621,2,0
VIS00012985,CUST013436,2022-09-06,Desktop,Firefox,Facebook,9,998,2,1
VIS00012986,CUST002466,2025-12-20,Mobile,Safari,WhatsApp,13,104,4,0
VIS00012987,CUST014399,2024-09-08,Desktop,Edge,Google Ads,14,1095,5,0
VIS00012988,CUST009829,2025-03-06,Desktop,Safari,Google Ads,13,863,2,0
VIS00012989,CUST010644,2022-12-21,Mobile,Firefox,Instagram,4,1592,2,0
VIS00012990,CUST014493,2022-12-19,Mobile,Edge,Facebook,7,151,2,1
VIS00012991,CUST000285,2024-01-04,Tablet,Firefox,WhatsApp,18,563,5,1
VIS00012992,CUST004052,2025-07-05,Mobile,Firefox,WhatsApp,14,1087,5,1
VIS00012993,CUST004383,2024-12-30,Mobile,Safari,Instagram,2,557,0,1
VIS00012994,CUST007580,2025-03-20,Desktop,Firefox,WhatsApp,5,224,3,1
VIS00012995,CUST002155,2023-04-17,Desktop,Safari,SEO,11,579,5,0
VIS00012996,CUST009741,2023-06-19,Tablet,Edge,Affiliate,15,1719,1,1
VIS00012997,CUST000159,2024-04-23,Mobile,Chrome,Instagram,18,1294,3,1
VIS00012998,CUST010692,2022-11-26,Mobile,Chrome,WhatsApp,1,932,3,1
VIS00012999,CUST004918,2022-08-18,Desktop,Edge,Instagram,10,433,3,0
VIS00013000,CUST010673,2024-12-26,Desktop,Safari,Affiliate,14,1137,2,0
VIS00013001,CUST008552,2023-12-22,Mobile,Chrome,Direct,17,1241,1,0
VIS00013002,CUST010354,2022-06-04,Tablet,Chrome,Facebook,16,1587,0,1
VIS00013003,CUST008987,2025-09-23,Mobile,Safari,WhatsApp,16,1172,0,0
VIS00013004,CUST010115,2022-08-18,Tablet,Safari,Facebook,2,1115,3,1
VIS00013005,CUST004404,2023-06-01,Tablet,Chrome,Google Ads,3,1701,5,1
VIS00013006,CUST000902,2023-02-11,Mobile,Safari,Email,10,203,4,0
VIS00013007,CUST013609,2024-04-24,Tablet,Safari,Instagram,5,988,3,0
VIS00013008,CUST004018,2024-06-10,Tablet,Chrome,WhatsApp,9,141,5,0
VIS00013009,CUST003528,2025-08-22,Tablet,Chrome,YouTube,4,403,4,0
VIS00013010,CUST011606,2022-05-01,Desktop,Chrome,Facebook,17,1439,5,0
VIS00013011,CUST009203,2022-12-03,Mobile,Firefox,Affiliate,7,283,4,0
VIS00013012,CUST010273,2025-07-30,Mobile,Chrome,Affiliate,11,1138,1,0
VIS00013013,CUST000433,2022-03-30,Desktop,Safari,Direct,14,1105,5,1
VIS00013014,CUST001229,2022-07-28,Desktop,Safari,Affiliate,13,1696,2,1
VIS00013015,CUST009301,2023-06-11,Tablet,Firefox,Instagram,14,617,2,0
VIS00013016,CUST003455,2022-03-08,Tablet,Firefox,Direct,17,1737,3,1
VIS00013017,CUST005161,2022-02-05,Mobile,Chrome,SEO,17,884,2,0
VIS00013018,CUST011334,2024-07-11,Tablet,Chrome,Direct,11,1194,5,1
VIS00013019,CUST004941,2022-08-23,Tablet,Firefox,Direct,13,1192,0,1
VIS00013020,CUST005783,2022-05-29,Desktop,Edge,WhatsApp,18,548,4,0
VIS00013021,CUST001668,2025-04-10,Tablet,Edge,Facebook,2,533,3,1
VIS00013022,CUST008916,2024-12-05,Desktop,Chrome,Instagram,13,770,0,0
VIS00013023,CUST013256,2022-08-07,Desktop,Chrome,Email,6,75,1,0
VIS00013024,CUST010892,2025-06-25,Mobile,Chrome,YouTube,17,316,2,0
VIS00013025,CUST006000,2022-01-15,Mobile,Edge,Facebook,9,956,3,1
VIS00013026,CUST004979,2024-01-27,Mobile,Safari,Google Ads,13,274,5,1
VIS00013027,CUST006390,2023-06-07,Desktop,Edge,Google Ads,9,687,5,1
VIS00013028,CUST003099,2025-01-31,Desktop,Safari,YouTube,12,356,1,1
VIS00013029,CUST014851,2022-03-23,Mobile,Edge,SEO,2,970,2,0
VIS00013030,CUST007083,2024-07-20,Mobile,Firefox,YouTube,18,1569,4,1
VIS00013031,CUST002755,2025-01-30,Desktop,Edge,Direct,14,1494,3,1
VIS00013032,CUST009093,2024-04-28,Desktop,Edge,WhatsApp,9,230,3,1
VIS00013033,CUST004295,2023-01-11,Mobile,Safari,Direct,13,422,1,1
VIS00013034,CUST012251,2022-06-02,Desktop,Safari,Instagram,18,554,4,1
VIS00013035,CUST004394,2022-05-07,Mobile,Edge,Google Ads,12,55,3,1
VIS00013036,CUST010882,2025-10-18,Desktop,Safari,Instagram,18,95,2,1
VIS00013037,CUST011709,2023-08-15,Desktop,Edge,Affiliate,8,656,5,0
VIS00013038,CUST002339,2022-03-02,Mobile,Chrome,Direct,13,1215,3,0
VIS00013039,CUST006985,2023-02-03,Desktop,Chrome,Direct,18,223,3,1
VIS00013040,CUST005542,2024-07-07,Mobile,Chrome,YouTube,5,897,1,0
VIS00013041,CUST003834,2025-12-21,Mobile,Firefox,SEO,14,1051,0,1
VIS00013042,CUST012612,2025-01-08,Mobile,Edge,SEO,12,224,0,0
VIS00013043,CUST011641,2024-01-12,Tablet,Chrome,SEO,8,628,1,0
VIS00013044,CUST009965,2025-03-06,Tablet,Edge,SEO,9,1205,3,0
VIS00013045,CUST009408,2025-09-29,Tablet,Chrome,Affiliate,4,1469,5,1
VIS00013046,CUST012984,2024-05-02,Desktop,Edge,WhatsApp,8,979,2,1
VIS00013047,CUST012033,2023-08-20,Desktop,Edge,WhatsApp,17,611,3,1
VIS00013048,CUST009642,2025-11-24,Mobile,Edge,YouTube,17,960,3,0
VIS00013049,CUST010234,2023-08-15,Tablet,Firefox,Email,16,1794,4,0
VIS00013050,CUST009838,2025-12-16,Mobile,Chrome,Facebook,16,1795,1,0
VIS00013051,CUST006419,2025-05-22,Mobile,Chrome,Facebook,5,1145,5,1
VIS00013052,CUST001662,2023-12-18,Desktop,Firefox,Direct,11,1764,4,0
VIS00013053,CUST000619,2024-02-02,Desktop,Safari,YouTube,12,1290,1,0
VIS00013054,CUST002482,2025-05-19,Mobile,Safari,Direct,10,1422,5,0
VIS00013055,CUST011957,2022-03-01,Mobile,Firefox,Email,13,1766,5,0
VIS00013056,CUST014080,2025-07-24,Desktop,Edge,SEO,1,1669,0,1
VIS00013057,CUST008357,2024-08-04,Tablet,Chrome,Affiliate,13,1545,2,0
VIS00013058,CUST012148,2023-10-27,Desktop,Edge,Email,16,788,3,1
VIS00013059,CUST000409,2022-08-10,Desktop,Chrome,Instagram,14,1761,5,0
VIS00013060,CUST008699,2022-08-08,Mobile,Safari,YouTube,1,408,3,1
VIS00013061,CUST013642,2024-02-06,Tablet,Chrome,WhatsApp,7,1264,1,1
VIS00013062,CUST012556,2025-11-27,Desktop,Chrome,Instagram,12,200,2,1
VIS00013063,CUST011793,2022-08-05,Mobile,Chrome,Instagram,3,83,4,1
VIS00013064,CUST005239,2022-11-14,Tablet,Firefox,Instagram,10,283,5,1
VIS00013065,CUST009240,2025-12-25,Mobile,Firefox,Facebook,9,1234,1,1
VIS00013066,CUST009171,2024-05-05,Desktop,Chrome,Facebook,5,1188,2,1
VIS00013067,CUST003658,2022-10-14,Tablet,Firefox,Facebook,8,494,4,1
VIS00013068,CUST014488,2024-08-30,Tablet,Safari,Facebook,11,409,0,0
VIS00013069,CUST004955,2025-06-18,Desktop,Chrome,WhatsApp,13,1130,3,0
VIS00013070,CUST004963,2022-02-22,Mobile,Edge,Email,12,1790,3,1
VIS00013071,CUST011525,2022-07-09,Desktop,Safari,Google Ads,2,1519,5,1
VIS00013072,CUST012528,2022-06-04,Mobile,Edge,Direct,12,1546,4,1
VIS00013073,CUST007311,2024-01-20,Mobile,Chrome,WhatsApp,12,1481,5,1
VIS00013074,CUST009701,2023-06-03,Desktop,Firefox,WhatsApp,9,652,3,0
VIS00013075,CUST007554,2022-02-11,Mobile,Safari,YouTube,17,760,2,1
VIS00013076,CUST013548,2025-11-21,Desktop,Safari,Instagram,2,379,0,1
VIS00013077,CUST002055,2023-01-21,Tablet,Edge,Google Ads,16,1194,1,1
VIS00013078,CUST010851,2023-08-13,Mobile,Edge,Direct,7,1715,2,1
VIS00013079,CUST004377,2025-07-04,Desktop,Chrome,SEO,13,347,0,0
VIS00013080,CUST001059,2023-05-10,Mobile,Firefox,SEO,12,814,4,0
VIS00013081,CUST003733,2022-05-15,Tablet,Chrome,Facebook,10,1587,4,1
VIS00013082,CUST006958,2024-12-06,Tablet,Safari,Facebook,2,182,4,0
VIS00013083,CUST013042,2025-01-06,Mobile,Firefox,Instagram,4,1443,3,1
VIS00013084,CUST007285,2025-12-05,Desktop,Chrome,Facebook,1,1116,3,0
VIS00013085,CUST010230,2022-10-15,Desktop,Safari,Affiliate,15,616,2,0
VIS00013086,CUST001203,2024-12-24,Mobile,Edge,Direct,18,1579,5,0
VIS00013087,CUST001826,2025-07-13,Tablet,Chrome,SEO,15,1701,1,1
VIS00013088,CUST013560,2022-10-11,Tablet,Edge,Direct,12,622,3,1
VIS00013089,CUST003305,2024-12-08,Mobile,Chrome,Affiliate,10,42,4,1
VIS00013090,CUST006058,2023-08-14,Tablet,Chrome,Affiliate,8,1231,0,1
VIS00013091,CUST001476,2024-11-02,Desktop,Chrome,Google Ads,15,1290,1,0
VIS00013092,CUST014504,2023-11-21,Mobile,Firefox,Email,14,635,5,1
VIS00013093,CUST000612,2025-09-23,Desktop,Edge,WhatsApp,9,256,0,0
VIS00013094,CUST000974,2025-10-18,Desktop,Safari,Affiliate,13,1109,1,1
VIS00013095,CUST001550,2025-06-24,Desktop,Chrome,Instagram,6,673,0,0
VIS00013096,CUST007876,2022-02-11,Mobile,Chrome,Instagram,3,931,0,0
VIS00013097,CUST010179,2023-10-31,Desktop,Chrome,Facebook,9,244,5,0
VIS00013098,CUST000771,2024-10-27,Tablet,Firefox,Email,14,446,0,1
VIS00013099,CUST009962,2023-03-09,Desktop,Safari,Instagram,16,243,2,0
VIS00013100,CUST001192,2022-06-11,Mobile,Edge,Affiliate,9,1336,0,1
VIS00013101,CUST003039,2024-10-19,Mobile,Chrome,WhatsApp,11,1684,3,0
VIS00013102,CUST000015,2023-09-25,Tablet,Safari,SEO,2,815,1,1
VIS00013103,CUST003406,2022-11-23,Mobile,Chrome,Email,17,1405,4,1
VIS00013104,CUST007936,2023-06-28,Desktop,Edge,YouTube,12,1161,2,1
VIS00013105,CUST008742,2022-10-28,Tablet,Safari,YouTube,6,772,3,1
VIS00013106,CUST009082,2024-10-25,Mobile,Chrome,WhatsApp,3,1084,5,0
VIS00013107,CUST012517,2025-05-09,Tablet,Safari,Affiliate,12,635,4,0
VIS00013108,CUST002474,2023-09-30,Tablet,Chrome,Google Ads,5,1038,0,1
VIS00013109,CUST008533,2022-08-11,Desktop,Chrome,YouTube,17,78,4,0
VIS00013110,CUST004010,2024-11-01,Mobile,Safari,WhatsApp,10,467,5,1
VIS00013111,CUST010184,2023-03-28,Tablet,Firefox,Email,13,950,1,0
VIS00013112,CUST007638,2024-02-22,Tablet,Chrome,Facebook,13,1371,2,0
VIS00013113,CUST007635,2022-12-19,Tablet,Edge,Email,15,1409,0,0
VIS00013114,CUST009437,2022-10-21,Desktop,Safari,Facebook,12,345,0,0
VIS00013115,CUST000831,2023-05-28,Desktop,Chrome,YouTube,1,835,3,1
VIS00013116,CUST000332,2023-09-20,Mobile,Firefox,Email,11,1663,3,1
VIS00013117,CUST010374,2023-09-03,Mobile,Edge,Affiliate,15,161,4,0
VIS00013118,CUST012087,2024-08-20,Mobile,Edge,Email,13,738,1,0
VIS00013119,CUST010595,2023-02-05,Desktop,Chrome,WhatsApp,12,311,2,1
VIS00013120,CUST010161,2024-11-28,Mobile,Safari,Google Ads,1,771,3,0
VIS00013121,CUST004819,2025-02-23,Desktop,Safari,Email,18,1198,2,0
VIS00013122,CUST013151,2025-07-21,Tablet,Edge,Google Ads,16,1662,0,1
VIS00013123,CUST011625,2023-03-20,Mobile,Edge,Email,9,141,1,0
VIS00013124,CUST007284,2022-03-21,Desktop,Safari,Affiliate,18,593,4,0
VIS00013125,CUST012322,2024-07-31,Mobile,Safari,SEO,18,974,3,1
VIS00013126,CUST002231,2023-08-16,Mobile,Edge,YouTube,10,931,0,1
VIS00013127,CUST002458,2024-01-22,Desktop,Firefox,SEO,6,1749,5,0
VIS00013128,CUST004151,2023-10-03,Desktop,Safari,Instagram,17,764,5,1
VIS00013129,CUST003426,2022-04-14,Tablet,Chrome,Google Ads,16,718,3,1
VIS00013130,CUST000145,2024-04-20,Desktop,Edge,SEO,8,1478,2,0
VIS00013131,CUST009100,2023-11-09,Tablet,Safari,Instagram,2,646,1,1
VIS00013132,CUST005202,2022-03-24,Desktop,Firefox,Affiliate,5,812,4,1
VIS00013133,CUST001461,2023-05-03,Desktop,Chrome,Direct,3,913,3,0
VIS00013134,CUST003293,2023-12-24,Mobile,Chrome,Direct,6,1417,5,1
VIS00013135,CUST014306,2024-12-06,Mobile,Edge,Affiliate,4,132,3,0
VIS00013136,CUST006869,2025-02-25,Tablet,Edge,Instagram,10,778,1,1
VIS00013137,CUST005277,2025-07-10,Mobile,Edge,Direct,16,511,4,0
VIS00013138,CUST014178,2025-07-21,Desktop,Edge,Instagram,11,1175,0,1
VIS00013139,CUST005648,2022-06-01,Desktop,Safari,Email,2,1190,4,1
VIS00013140,CUST006903,2022-04-11,Desktop,Chrome,Direct,13,717,1,0
VIS00013141,CUST005146,2022-06-06,Desktop,Safari,WhatsApp,12,493,5,1
VIS00013142,CUST005611,2022-05-06,Desktop,Chrome,Google Ads,13,725,0,1
VIS00013143,CUST014972,2024-01-05,Desktop,Edge,YouTube,12,260,4,1
VIS00013144,CUST012879,2024-09-30,Tablet,Firefox,Email,8,506,0,1
VIS00013145,CUST005073,2024-08-16,Mobile,Safari,YouTube,15,1018,0,1
VIS00013146,CUST010187,2023-05-30,Desktop,Chrome,Direct,2,395,1,1
VIS00013147,CUST006734,2022-09-13,Mobile,Safari,YouTube,6,1615,1,1
VIS00013148,CUST005026,2024-06-23,Mobile,Safari,Google Ads,15,1261,5,0
VIS00013149,CUST004404,2025-04-22,Desktop,Safari,Direct,16,1337,0,0
VIS00013150,CUST008381,2022-07-03,Desktop,Safari,Affiliate,17,1293,1,0
VIS00013151,CUST001778,2025-12-03,Tablet,Chrome,Facebook,11,1340,3,1
VIS00013152,CUST006828,2024-01-11,Mobile,Edge,Affiliate,6,709,5,1
VIS00013153,CUST003387,2022-11-28,Tablet,Edge,YouTube,16,732,5,1
